video_id,style_raw,style_no,category_id,category_name,brand_code,brand_name,oss_url,posted_date,impressions,views,clicks,orders,revenue
7335250356407979306,SOLE-FINA,DWUMFA1917,53,平底鞋,2,DREAM PAIRS,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7335250356407979306/2026/07/08/7335250356407979306_513af43946444ed19ecda1c32a841b14.mp4,2024-02-13,49395,41423,297,3,81.330000
7336077961562508586,GRANDWING,BMUMOX2001,55,牛津鞋,1,Bruno Marc,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7336077961562508586/2026/07/08/7336077961562508586_8f4be76f3c564b949a050c901527b387.mp4,2024-02-15,200612,191470,8767,89,3762.060000
7341214368723422506,SDHS2389W,DWUMHS2302,63,高跟凉鞋,2,DREAM PAIRS,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7341214368723422506/2026/07/08/7341214368723422506_954c5f6fa31e47aea787a9322baf5eff.mp4,2024-02-29,131280,118768,2523,9,297.680000
7344132132282879263,SARR009W,AWUMRS2301,70,跑鞋,9,ALLSWIFIT,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7344132132282879263/2026/07/07/7344132132282879263_cc851d1f312d4f55a66cfe24b6971be5.mp4,2024-03-08,456225,435239,10254,166,6059.360000
7344437720250354987,SDPU2321W,DWUMPU2325,52,高跟鞋,2,DREAM PAIRS,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7344437720250354987/2026/07/08/7344437720250354987_352240d768c148b397ce74a0edaa1ac0.mp4,2024-03-09,23938,19514,453,1,31.990000
7344606193215655199,DPU214,DWUMPU2102,52,高跟鞋,2,DREAM PAIRS,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7344606193215655199/2026/07/08/7344606193215655199_2289a1af2d734f8691e943370e0e0240.mp4,2024-03-09,128054,120586,4368,86,3084.620000
7345320868379184427,SDSS2218W,DWUMSS2212,68,凉拖鞋,2,DREAM PAIRS,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7345320868379184427/2026/07/08/7345320868379184427_312a92f12d0c4dd9a09278cbd7da97a6.mp4,2024-03-11,144703,112450,3707,88,3174.870000
7345540336602697002,REED-1,DWUMPS2008,65,厚底凉鞋,2,DREAM PAIRS,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7345540336602697002/2026/07/07/7345540336602697002_8364fa8bb15944d0b174f78be3735e30.mp4,2024-03-12,286623,422008,9436,199,6978.070000
7346334587909377310,SDPW2406W,DWUMWS2403,64,坡跟凉鞋,2,DREAM PAIRS,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7346334587909377310/2026/07/07/7346334587909377310_8bc8a7a1751945e3bc2e8b346f7fc8db.mp4,2024-03-14,307311,278808,14155,133,4851.980000
7347156521182186783,SDKB2231W,DWUMKB2201,61,及膝靴,2,DREAM PAIRS,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7347156521182186783/2026/07/07/7347156521182186783_bda94173bf614bc8954bc10d066d633c.mp4,2024-03-16,860710,688247,36208,263,11430.700000
7347251244056005930,SDHS2405W,DWUMHS2458,63,高跟凉鞋,2,DREAM PAIRS,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7347251244056005930/2026/07/07/7347251244056005930_63d003a6510748bbad8b8c13a7cd3f1c.mp4,2024-03-17,594738,623668,22517,243,8797.310000
7347683302771297579,SARR009W,AWUMRS2301,70,跑鞋,9,ALLSWIFIT,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7347683302771297579/2026/07/08/7347683302771297579_8a81f889fa894171a1e8c8a089a0d719.mp4,2024-03-18,104829,101181,4445,55,1990.550000
7347822526065659178,SDPU2230W,DWUMPU2209,52,高跟鞋,2,DREAM PAIRS,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7347822526065659178/2026/07/07/7347822526065659178_e5db350f214141cc8d47532cc8ddb113.mp4,2024-03-18,412740,337394,12673,158,5860.560000
7348927880295877934,GRANDWING,BMUMOX2001,55,牛津鞋,1,Bruno Marc,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7348927880295877934/2026/07/07/7348927880295877934_e1f2b5685d5f4b69aad4e131216611a8.mp4,2024-03-21,320465,596938,9708,218,8324.960000
7348960606126476586,SBOX2317M,BMUMOX2303,55,牛津鞋,1,Bruno Marc,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7348960606126476586/2026/07/08/7348960606126476586_8a4b8bb4b2654c0f8adea45554224a86.mp4,2024-03-21,133530,126699,5463,75,2621.710000
7349256948363119914,SDKB2231W,DWUMKB2201,61,及膝靴,2,DREAM PAIRS,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7349256948363119914/2026/07/07/7349256948363119914_a0c4a54c5b1f4f78a42b8da8c8ddb4fa.mp4,2024-03-22,863626,711622,40325,225,10010.320000
7349348657092709663,HENRY-1,BMUMSP2007,56,一脚蹬,1,Bruno Marc,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7349348657092709663/2026/07/07/7349348657092709663_72006daa59234725a067cc43f784ca2e.mp4,2024-03-22,725153,633636,25818,155,4734.300000
7349710896282864926,SDMB2207W,DWUMMB2203,60,中筒靴,2,DREAM PAIRS,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7349710896282864926/2026/07/08/7349710896282864926_848941db245f42e49f0e648e1938c158.mp4,2024-03-23,37402,33000,415,1,45.990000
7350073910026636586,SDKB2231W,DWUMKB2201,61,及膝靴,2,DREAM PAIRS,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7350073910026636586/2026/07/08/7350073910026636586_c2c246fdd5f5437db1d25862967a57d9.mp4,2024-03-24,78099,71115,1822,17,713.770000
7351230474779512095,HENRY-1,BMUMSP2007,56,一脚蹬,1,Bruno Marc,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7351230474779512095/2026/07/08/7351230474779512095_6581ab09ba464484b14ed2e823a8bdc9.mp4,2024-03-27,203858,161227,3127,61,1828.800000
7352276592829173035,SNMT241M,NMUMMT2405,88,军事用靴,3,NORTIV8,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7352276592829173035/2026/07/08/7352276592829173035_0a06ce7de10b49c2abff924d3b23059e.mp4,2024-03-30,344923,299301,14436,84,4060.060000
7354542458962758955,SDSS2218W,DWUMSS2212,68,凉拖鞋,2,DREAM PAIRS,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7354542458962758955/2026/07/08/7354542458962758955_845bd6172a2f49a98cac148e5e71dad1.mp4,2024-04-05,85463,137030,3167,95,3380.070000
7354801680615099691,SNHB211W,NWUMHB2101,82,徒步靴,3,NORTIV8,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7354801680615099691/2026/07/08/7354801680615099691_050180fd206947a4a1426ce8dcd24a62.mp4,2024-04-06,249177,197215,11481,63,3500.980000
7356046460498038058,SDPU2419W,DWUMPU2443,52,高跟鞋,2,DREAM PAIRS,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7356046460498038058/2026/07/08/7356046460498038058_c601c3c2b4d84015a6c1cdf34b98f3a9.mp4,2024-04-09,320168,304720,2393,4,150.570000
7356060201008598314,SNMT241M,NMUMMT2405,88,军事用靴,3,NORTIV8,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7356060201008598314/2026/07/07/7356060201008598314_da0d29b39204457b847f83e7d15c3c0a.mp4,2024-04-09,1541104,1471055,50493,213,9143.230000
7358137959117262122,SNMT246M,NMUMMT2406,88,军事用靴,3,NORTIV8,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7358137959117262122/2026/07/08/7358137959117262122_c2e3856d33aa4e72b40edd4670992fa0.mp4,2024-04-15,277714,194562,10259,69,3890.440000
7358258069383499050,SNMT241M,NMUMMT2405,88,军事用靴,3,NORTIV8,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7358258069383499050/2026/07/06/7358258069383499050_0a95a980013e4d488dfd79bc0e0cf9bf.mp4,2024-04-15,1283488,1644624,29852,412,24362.700000
7358275179446816042,SDFS2405W,DWUMFS2410,66,平底凉鞋,2,DREAM PAIRS,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7358275179446816042/2026/07/08/7358275179446816042_c0840a4b02ef43fc9c8254fe8d5c7f15.mp4,2024-04-15,67998,799655,2312,5,182.720000
7359006261213400363,SDMB2405W,DWUMMB2415,60,中筒靴,2,DREAM PAIRS,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7359006261213400363/2026/07/08/7359006261213400363_aa43482411d346babd3b096dac71698a.mp4,2024-04-17,23376,115384,597,2,66.980000
7363752624820129066,GRANDWING,BMUMOX2001,55,牛津鞋,1,Bruno Marc,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7363752624820129066/2026/07/07/7363752624820129066_c792b0f89c084d5b88a0c085e047ce06.mp4,2024-04-30,220148,279328,6545,187,6771.390000
7364131577246371115,GRANDWINGWIDE,BMUWOX2305,55,牛津鞋,1,Bruno Marc,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7364131577246371115/2026/07/07/7364131577246371115_0be47c05eabc4d099e609ac787cf8fae.mp4,2024-05-01,46863,176410,2896,125,4368.360000
7365918162878991658,SNMT241M,NMUMMT2405,88,军事用靴,3,NORTIV8,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7365918162878991658/2026/07/09/7365918162878991658_9657dc59a25e4cf49a4d5aec931d7ee7.mp4,2024-05-06,31508,22363,589,0,0.000000
7366281238660861230,SDPU2350W,DWUMPU2313,52,高跟鞋,2,DREAM PAIRS,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7366281238660861230/2026/07/07/7366281238660861230_03fa7ab5e0274883a7884fcd896c227a.mp4,2024-05-07,195605,186434,7189,143,4874.330000
7366480212910968110,SDHS2410W,DWUMSS2427,68,凉拖鞋,2,DREAM PAIRS,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7366480212910968110/2026/07/13/7366480212910968110_8f5297ca93ae49aeaef2a7fb1d7ef0db.mp4,2024-05-07,365779,374423,20636,127,4548.880000
7366854295888645418,SDFS2311W,DWUMFS2306,66,平底凉鞋,2,DREAM PAIRS,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7366854295888645418/2026/07/07/7366854295888645418_1ac1f2d86d774bddb5e393fddc4aa05e.mp4,2024-05-08,608224,661941,12454,234,7118.600000
7366973401082203435,SNMT241M,NMUMMT2405,88,军事用靴,3,NORTIV8,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7366973401082203435/2026/07/08/7366973401082203435_bc69a787f0c048529101dfed71603412.mp4,2024-05-09,150044,137977,3315,47,2658.010000
7367233550594133294,SDLS2321W,DWUMLS2301,54,乐福鞋,2,DREAM PAIRS,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7367233550594133294/2026/07/08/7367233550594133294_46f654002dbe43bbb38d44e0b94f3d57.mp4,2024-05-09,187364,146418,5861,83,3341.680000
7368162517991836974,GRANDWING,BMUMOX2001,55,牛津鞋,1,Bruno Marc,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7368162517991836974/2026/07/08/7368162517991836974_39d6c2b0e41a42ff811b8d0e4bb22d22.mp4,2024-05-12,72387,186241,2339,82,2698.220000
7368695950652525854,SBWO2302M,BMUMFO2301,87,餐厨用鞋,1,Bruno Marc,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7368695950652525854/2026/07/08/7368695950652525854_a1d1724d7a5a48578b8fe0161bb5064f.mp4,2024-05-13,189231,163851,16522,62,2731.370000
7368961437814902059,SNMT246M,NMUMMT2406,88,军事用靴,3,NORTIV8,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7368961437814902059/2026/07/08/7368961437814902059_8e9672a12bd741ad97d9d58b6fc16351.mp4,2024-05-14,61897,45426,2502,28,1538.020000
7369589842218372394,SDFS2311W,DWUMFS2306,66,平底凉鞋,2,DREAM PAIRS,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7369589842218372394/2026/07/06/7369589842218372394_ead3a0479bf8468592017f0914ad8a2d.mp4,2024-05-16,812406,739072,25901,361,11136.310000
7369710736030911786,SDFS2311W,DWUMFS2306,66,平底凉鞋,2,DREAM PAIRS,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7369710736030911786/2026/07/08/7369710736030911786_cb668ce2adc04bdfb164bbb9b62166f6.mp4,2024-05-16,288496,276511,1309,8,259.700000
7370000613343530271,SBWO2302M,BMUMFO2301,87,餐厨用鞋,1,Bruno Marc,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7370000613343530271/2026/07/06/7370000613343530271_bf084eff8f354a56a16065378cb11434.mp4,2024-05-17,591764,928308,37166,357,14481.080000
7370875212272799018,GRANDWING,BMUMOX2001,55,牛津鞋,1,Bruno Marc,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7370875212272799018/2026/07/08/7370875212272799018_90157d5cb8fa400089b86d6b8d613934.mp4,2024-05-19,62507,51391,1691,43,1595.120000
7370891448197172526,URBAN-06,BMUMAB1931,59,短靴,1,Bruno Marc,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7370891448197172526/2026/07/07/7370891448197172526_e715fbaa284d4833819285cf1891e0b7.mp4,2024-05-19,534745,476733,14110,172,7300.890000
7371879452646657326,SDFS2409W,DWUMFS2402,66,平底凉鞋,2,DREAM PAIRS,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7371879452646657326/2026/07/08/7371879452646657326_0285a6c882ee4f109fc4dfbd4b6c9c1a.mp4,2024-05-22,166969,144872,7562,59,2127.860000
7371891227483999531,SDSS2218W,DWUMSS2212,68,凉拖鞋,2,DREAM PAIRS,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7371891227483999531/2026/07/07/7371891227483999531_09d043900f134d08a76ab57540bca4ce.mp4,2024-05-22,136610,127356,7789,170,5750.820000
7371923046786993454,GRANDWING,BMUMOX2001,55,牛津鞋,1,Bruno Marc,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7371923046786993454/2026/07/08/7371923046786993454_9b9d04836e3a4977a46c82d7c1293e60.mp4,2024-05-22,26288,23635,674,25,863.820000
7372033986467548458,GRANDWING,BMUMOX2001,55,牛津鞋,1,Bruno Marc,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7372033986467548458/2026/07/06/7372033986467548458_aa76eb00fa524d1585d3bc84f16c14a8.mp4,2024-05-22,505016,744688,16959,430,16140.300000
7372348674216709418,SBWO2302M,BMUMFO2301,87,餐厨用鞋,1,Bruno Marc,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7372348674216709418/2026/07/08/7372348674216709418_25244e6c091646bc81fecc459c8487f8.mp4,2024-05-23,220511,229801,4960,68,2590.820000
7372741650130537771,SARR009W,AWUMRS2301,70,跑鞋,9,ALLSWIFIT,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7372741650130537771/2026/07/07/7372741650130537771_e80059ccbd3f4225946c14e1d538f064.mp4,2024-05-24,129969,194490,9888,110,4048.040000
7373166739284036906,SBOX2326M,BMUMOX2304,55,牛津鞋,1,Bruno Marc,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7373166739284036906/2026/07/06/7373166739284036906_8e27d176fcbf4579b7b4a98bdf78e4a6.mp4,2024-05-25,546928,626528,10735,348,13556.370000
7373679909836721450,SNMT241M,NMUMMT2405,88,军事用靴,3,NORTIV8,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7373679909836721450/2026/07/07/7373679909836721450_ff307538e1294e98b4ec672fe77154fc.mp4,2024-05-27,272116,700430,11048,197,10644.040000
7374090731683581226,SNMT241M,NMUMMT2405,88,军事用靴,3,NORTIV8,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7374090731683581226/2026/07/08/7374090731683581226_0fc2691bbe5440be99336720d6518703.mp4,2024-05-28,154316,136148,5957,42,2401.970000
7374812723588156714,HENRY-1,BMUMSP2007,56,一脚蹬,1,Bruno Marc,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7374812723588156714/2026/07/08/7374812723588156714_6b66a4503a75496782dd320a9aff0e6c.mp4,2024-05-30,120505,108296,3094,55,1896.660000
7376109822405578027,SARR021W,AWUMRS2405,70,跑鞋,9,ALLSWIFIT,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7376109822405578027/2026/07/07/7376109822405578027_57222fb32d2547d2b550e8e6f0d9bc0d.mp4,2024-06-02,231068,231778,16525,170,5765.050000
7376843356581743914,SNIC242M,NMUMIB2409,90,工业用靴,3,NORTIV8,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7376843356581743914/2026/07/08/7376843356581743914_531a40188a4f44cea8a4732cde7a8079.mp4,2024-06-04,822446,757184,29992,90,3866.960000
7377225517184847146,GRANDWING,BMUMOX2001,55,牛津鞋,1,Bruno Marc,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7377225517184847146/2026/07/06/7377225517184847146_df11416db3ed4fcd9e26059575cd94a9.mp4,2024-06-05,1113368,1004949,26547,373,12905.680000
7378016957754314026,GRANDWING,BMUMOX2001,55,牛津鞋,1,Bruno Marc,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7378016957754314026/2026/07/08/7378016957754314026_33574ace115146bcaf63352db0c7d0ce.mp4,2024-06-07,13575,12178,401,15,512.780000
7378161581554748714,TROOPER,NMUMMT1905,88,军事用靴,3,NORTIV8,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7378161581554748714/2026/07/08/7378161581554748714_b97740b15dc94c57bb594e670ee2c4ce.mp4,2024-06-08,143094,119945,4882,46,2422.660000
7378183632936013099,SDFN2379W,DWUMFN2301,80,板鞋,2,DREAM PAIRS,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7378183632936013099/2026/07/08/7378183632936013099_d371d28a509a49d6a8844f77e6d988d6.mp4,2024-06-08,300560,277466,2862,85,3117.210000
7378292308548078890,SBOX2326M,BMUMOX2304,55,牛津鞋,1,Bruno Marc,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7378292308548078890/2026/07/08/7378292308548078890_8b9b8d5200a24f5faf5b37fbb0e6cb8a.mp4,2024-06-08,53187,38929,1950,52,1957.700000
7378378034115579166,GRANDWING,BMUMOX2001,55,牛津鞋,1,Bruno Marc,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7378378034115579166/2026/07/08/7378378034115579166_4e67c13625744354814c70f42c2f40f6.mp4,2024-06-08,42588,31870,1312,22,799.760000
7378388628034030890,SDKB224W,DWUMKB2206,61,及膝靴,2,DREAM PAIRS,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7378388628034030890/2026/07/08/7378388628034030890_27397a7fbdc148dbb2a646e604aed120.mp4,2024-06-08,202555,191850,5241,68,2968.170000
7378487824456224031,SNMT246M,NMUMMT2406,88,军事用靴,3,NORTIV8,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7378487824456224031/2026/07/08/7378487824456224031_241bdacd59c945b797b67913c4dfa69a.mp4,2024-06-09,29910,102131,821,33,1778.750000
7378594769469033771,SARR021W,AWUMRS2405,70,跑鞋,9,ALLSWIFIT,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7378594769469033771/2026/07/07/7378594769469033771_0d5dae7c2195411c8b93309c60472822.mp4,2024-06-09,159152,205089,10288,129,5249.490000
7379359165224881438,SNMT246M,NMUMMT2406,88,军事用靴,3,NORTIV8,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7379359165224881438/2026/07/08/7379359165224881438_1c29412bf6fa4078963ac44925fc9397.mp4,2024-06-11,73436,141477,3304,48,2598.920000
7379732347446611246,SARR021W,AWUMRS2405,70,跑鞋,9,ALLSWIFIT,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7379732347446611246/2026/07/08/7379732347446611246_e170ec7e827b4abd8f293e89273c1899.mp4,2024-06-12,25985,12049,1148,9,364.410000
7380005221856005422,SDHS2405W,DWUMHS2458,63,高跟凉鞋,2,DREAM PAIRS,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7380005221856005422/2026/07/09/7380005221856005422_17d0609c22ec4e16b38a94c890deb0e7.mp4,2024-06-13,62546,59501,4400,0,0.000000
7380027471657192746,SDFA2409W,DWUMFA2427,53,平底鞋,2,DREAM PAIRS,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7380027471657192746/2026/07/07/7380027471657192746_70dcd0562d99400ba94a49d2b1ed8f87.mp4,2024-06-13,484547,406531,24331,193,6293.500000
7380090705068444974,SNMT246M,NMUMMT2406,88,军事用靴,3,NORTIV8,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7380090705068444974/2026/07/08/7380090705068444974_8ff5417ad296433c9942f385cf0a864e.mp4,2024-06-13,62724,31349,2202,23,1244.660000
7380550873971264799,TROOPER-STEEL,NMUMIB1901,90,工业用靴,3,NORTIV8,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7380550873971264799/2026/07/08/7380550873971264799_3c25d862fc214780b2cda0d9f5575fb3.mp4,2024-06-14,199924,187296,9468,62,3429.120000
7380878085794581802,SDHS2405W,DWUMHS2458,63,高跟凉鞋,2,DREAM PAIRS,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7380878085794581802/2026/07/08/7380878085794581802_3d00703cd2d64d3a8e76b5fc9792fab4.mp4,2024-06-15,68274,64334,8606,1,28.910000
7381297566933126430,HENRY-1,BMUMSP2007,56,一脚蹬,1,Bruno Marc,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7381297566933126430/2026/07/08/7381297566933126430_0aec328f339c4785854ebce1d0d24eb2.mp4,2024-06-16,88712,79254,3054,47,1657.270000
7381562306351844654,GIORGIO-3,BMUMOX1940,55,牛津鞋,1,Bruno Marc,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7381562306351844654/2026/07/07/7381562306351844654_43ef9c90bafe461290510874dcb9fd46.mp4,2024-06-17,301412,279734,7698,206,7646.730000
7381614182023695658,SARR021W,AWUMRS2405,70,跑鞋,9,ALLSWIFIT,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7381614182023695658/2026/07/08/7381614182023695658_2d76b6362fec4807b60caf6361504d0d.mp4,2024-06-17,64404,115817,2946,44,1727.550000
7381835805213429022,SBOX2318M,BMUMOX2302,55,牛津鞋,1,Bruno Marc,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7381835805213429022/2026/07/06/7381835805213429022_ac5418c26acc4ce3b818626aa23520d6.mp4,2024-06-18,345758,403671,7915,265,10175.410000
7381856744387005739,SARR009W,AWUMRS2301,70,跑鞋,9,ALLSWIFIT,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7381856744387005739/2026/07/08/7381856744387005739_5bd1176d2bf2430490db3008f2dacd9f.mp4,2024-06-18,103414,167457,5391,66,2495.190000
7381861148682882350,GRANDWING,BMUMOX2001,55,牛津鞋,1,Bruno Marc,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7381861148682882350/2026/07/08/7381861148682882350_cd8ec4aeb6fd455eb388b891ca562f48.mp4,2024-06-18,79623,73808,1386,50,1866.950000
7382231115492232491,SDHS2405W,DWUMHS2458,63,高跟凉鞋,2,DREAM PAIRS,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7382231115492232491/2026/07/08/7382231115492232491_cf63abcc76ea4c3386ede0528e6e7a20.mp4,2024-06-19,238778,224822,4779,29,1007.870000
7382592269217565995,SARR009W,AWUMRS2301,70,跑鞋,9,ALLSWIFIT,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7382592269217565995/2026/07/08/7382592269217565995_55c8c435c5914d86b3e8de8225535cdc.mp4,2024-06-20,55086,156381,6743,101,3878.210000
7382647306878799147,160448_M,NMUMHB1907,82,徒步靴,3,NORTIV8,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7382647306878799147/2026/07/07/7382647306878799147_0d44be6b655847718d49739023382022.mp4,2024-06-20,638602,1126802,16595,205,11088.940000
7383170065677569311,SNWS245M,NMUMRS2403,70,跑鞋,3,NORTIV8,https://mmt-sz.oss-cn-shenzhen.aliyuncs.com/video_labeling_prod/agent-videos/remote_url/7383170065677569311/2026/07/08/7383170065677569311_c02e08ab56824a93a97cc4af23fd8d20.mp4,2024-06-21,155053,132862,3588,68,2863.760000
